Name,Senti_scores
유소,0.9783481955528259
쇼슈,0.9770644307136536
슈케,0.9769771099090576
키큐,0.976845383644104
시슈,0.9762172102928162
교셔,0.9746286273002625
세쿄,0.973739743232727
교시,0.972052276134491
키이,0.9698702096939087
키토,0.9685094356536865
아쇼,0.9675964117050171
세오,0.9675374627113342
리큐,0.9649225473403931
코쎄,0.9629430174827576
소뇨,0.9622570872306824
그티,0.9615060091018677
코사,0.9607526659965515
소워,0.9596374034881592
툐교,0.9592896103858948
레규,0.9589269757270813
요요,0.9586520195007324
쳐시,0.9578469395637512
고피,0.9576793909072876
슈그,0.9557476043701172
게터,0.9555140733718872
커이,0.9554949998855591
소어,0.9548252820968628
셔토,0.9545891880989075
교기,0.9537861347198486
게기,0.9536496996879578
겨씨,0.9534394145011902
유수,0.952091634273529
코케,0.9514740109443665
커씨,0.9505289196968079
고아,0.9503902196884155
초숴,0.9498085975646973
겨제,0.9496848583221436
에겨,0.9495196342468262
게효,0.9486656188964844
쥬세,0.9484426379203796
그포,0.9484179615974426
태쏘,0.948018491268158
게켜,0.9469606280326843
토튜,0.9468819499015808
세켜,0.9460937976837158
토고,0.9459303617477417
큐쎄,0.9457096457481384
튜포,0.945636510848999
표포,0.9449233412742615
쇼휴,0.9447460770606995
헤쏘,0.9446224570274353
효슈,0.944494366645813
케으,0.9439281225204468
요수,0.9438762068748474
시겨,0.9434425234794617
애고,0.9433209300041199
겨뉴,0.943218469619751
게노,0.9431917667388916
녀슈,0.9429225921630859
어포,0.94236159324646
게조,0.942237138748169
궈교,0.9414641857147217
쿼슈,0.941019594669342
셔뇨,0.9408587217330933
겨효,0.9404363036155701
세호,0.9404007792472839
궈사,0.9402953386306763
소텨,0.9388996958732605
셔겨,0.9380881190299988
캐쿄,0.9377949833869934
숴트,0.9375888109207153
로쎄,0.9371013641357422
헤이,0.9367685914039612
저쿄,0.9364212155342102
캐고,0.9360813498497009
셔숴,0.9360753297805786
고파,0.9360159039497375
규와,0.9359517693519592
쵸새,0.9357848167419434
퓨켜,0.935636579990387
며규,0.9354712963104248
소캐,0.9352823495864868
애규,0.9351456165313721
세뵤,0.9350444078445435
뮤뉴,0.9348071813583374
뇨쇼,0.9342982172966003
조에,0.9342408180236816
쇼처,0.9339109659194946
류느,0.933840811252594
키겨,0.9338209629058838
거쥬,0.9334502220153809
초쓰,0.9318861365318298
크교,0.9318227171897888
규가,0.9316285252571106
요가,0.9313453435897827
뇨소,0.9312087893486023
풔유,0.9309978485107422
키숴,0.9301283359527588
와교,0.9299108982086182
뤄소,0.9298598766326904
셔츄,0.9298363327980042
쇼비,0.9296736717224121
가류,0.9294623732566833
고로,0.92905193567276
겨크,0.928724467754364
페에,0.9281385540962219
베키,0.9273980259895325
듀슈,0.9271202087402344
유파,0.9270487427711487
류지,0.9269628524780273
에긔,0.9262474179267883
거겨,0.9262189865112305
큐뇨,0.9259434938430786
뮤규,0.9247223734855652
토녀,0.9246280193328857
겨쒀,0.9243214130401611
채쑈,0.9241639971733093
크시,0.9241211414337158
머쇼,0.9238495826721191
죠으,0.9238142967224121
가기,0.9235104918479919
툐셔,0.9234805107116699
헤쿄,0.9231378436088562
쇼하,0.9225834012031555
쿄어,0.92197185754776
에와,0.9219375848770142
거와,0.9218783378601074
토느,0.9203112125396729
토페,0.9200543165206909
토애,0.9200507998466492
프쿄,0.9193639159202576
유투,0.918684184551239
춰표,0.9180812239646912
톼쏘,0.9175921082496643
궈퍼,0.9174652695655823
헤에,0.9171484112739563
풔쿄,0.9167924523353577
키처,0.916737973690033
포됴,0.9166020154953003
요츄,0.9163056015968323
뭐스,0.9160676002502441
숴커,0.9158346056938171
가워,0.9156681299209595
애코,0.9150789380073547
투소,0.91492760181427
뮤페,0.9145200252532959
으사,0.9142800569534302
커쒀,0.9133915305137634
퉈쑈,0.9133731126785278
타시,0.9131664037704468
쳐투,0.9128923416137695
텨기,0.912691593170166
뇨쎄,0.9126295447349548
뮤케,0.9126080274581909
패쇼,0.9125215411186218
모퓨,0.9125158786773682
펴쎄,0.9122282266616821
토바,0.9114733934402466
뇨세,0.9109067916870117
기쿼,0.9107847213745117
뇨쓰,0.9103761315345764
포으,0.9101396799087524
가게,0.9099394679069519
교레,0.9089614748954773
개으,0.9087892174720764
묘쏘,0.9085687398910522
터우,0.9084413051605225
교즈,0.9082673192024231
커페,0.9082410335540771
헤기,0.9080979824066162
거가,0.9074499607086182
혀오,0.9071193337440491
크오,0.9064152836799622
그파,0.9064007997512817
테뉴,0.9063659310340881
호펴,0.9054463505744934
치거,0.9053841829299927
과어,0.9051010012626648
쎄슈,0.9050508737564087
가펴,0.9044523239135742
티뇨,0.9040701389312744
기묘,0.9037225246429443
기구,0.9032672047615051
레수,0.9030255675315857
쵸보,0.9027624726295471
뉴쏘,0.9027021527290344
표게,0.9026304483413696
노쿄,0.9019938707351685
네표,0.901862382888794
쥬테,0.9015860557556152
로터,0.9013677835464478
니에,0.9010201096534729
카테,0.9009051322937012
유궈,0.9005150198936462
이텨,0.9004877209663391
조고,0.9004374146461487
아켜,0.9004135131835938
미쿄,0.9004017114639282
티가,0.9003500938415527
춰의,0.9003466367721558
즈씨,0.9003033638000488
초베,0.8997711539268494
교카,0.8996755480766296
수쏘,0.899385392665863
게러,0.8993140459060669
애테,0.8987220525741577
저케,0.8982414603233337
에자,0.8979005217552185
유됴,0.8978755474090576
사펴,0.8975179195404053
으리,0.8968163132667542
여너,0.8966571688652039
세싸,0.8959103226661682
콰유,0.8958739638328552
초듸,0.8955307006835938
체됴,0.894917368888855
서휴,0.8945547938346863
치제,0.8943867683410645
재씨,0.8940726518630981
셔솨,0.8937366008758545
궈뉴,0.8936283588409424
녀고,0.8935209512710571
퍼토,0.8932091593742371
솨스,0.8931669592857361
터츄,0.8926638960838318
쳐쒀,0.8925947546958923
체텨,0.8923428058624268
머소,0.8922993540763855
티씌,0.8916499614715576
와씨,0.8911816477775574
게붜,0.8910912275314331
츄거,0.8908652067184448
려토,0.8907973170280457
큐타,0.8906031250953674
트켜,0.890408992767334
치쒀,0.890373170375824
가네,0.8901038765907288
펴긔,0.8897053003311157
시씌,0.8892939686775208
이풔,0.8892410397529602
그히,0.8889796137809753
여희,0.8888781666755676
히의,0.8884721994400024
세늬,0.8884283304214478
재쎄,0.8883646726608276
어개,0.8881320357322693
죠보,0.8880739212036133
이버,0.8877249360084534
어쿼,0.8867087364196777
어카,0.8865761756896973
그솨,0.8865296840667725
쳐타,0.88641756772995
태세,0.8863279223442078
처풔,0.8862546682357788
뭐서,0.8862158060073853
툐비,0.8852607607841492
버쇼,0.8846905827522278
저써,0.8846585750579834
후유,0.8841622471809387
트투,0.8834275007247925
라쑈,0.8826746344566345
벼세,0.8825348019599915
게퐈,0.8825142979621887
여켜,0.8823942542076111
테구,0.8823874592781067
즈셔,0.8809896111488342
새숴,0.8805304169654846
캐츄,0.8802118301391602
휴치,0.8800257444381714
워게,0.8799765706062317
춰기,0.8796547055244446
터벼,0.8795526623725891
뭐퓨,0.8795059323310852
페치,0.879257321357727
호둬,0.8789523839950562
고훠,0.87886643409729
지크,0.8787386417388916
뎌숴,0.8786185383796692
크타,0.8785315752029419
혀게,0.8782336711883545
으게,0.8778807520866394
퓨카,0.8768318295478821
춰벼,0.8765816688537598
시러,0.8765007853507996
포풔,0.8763042092323303
푸요,0.8754813075065613
터풔,0.8753302693367004
러에,0.874923050403595
애와,0.8744392991065979
피커,0.8742257952690125
호버,0.8738572001457214
개느,0.8736018538475037
흐유,0.8726897239685059
오퐈,0.8725862503051758
퓨파,0.8725433349609375
솨겨,0.8724637627601624
며그,0.8724402189254761
여틔,0.8720285892486572
노튜,0.871972918510437
틔슈,0.8705463409423828
쥬초,0.870535135269165
퓨애,0.8701065182685852
모오,0.869932234287262
추규,0.8698883056640625
규촤,0.8695645928382874
퉈대,0.8695453405380249
춰퉈,0.8695188164710999
게배,0.8687718510627747
유콰,0.8681460618972778
죠우,0.867624819278717
풔초,0.8675082921981812
츄쑤,0.8674846887588501
재툐,0.8672184944152832
츠세,0.8671614527702332
펴프,0.8670934438705444
표히,0.8656177520751953
큐벼,0.8648908138275146
솨게,0.8642932176589966
뷰프,0.8641000986099243
키듸,0.8638447523117065
촤으,0.8638381361961365
궈러,0.8634101152420044
체다,0.8633490800857544
기누,0.8632071018218994
다쇼,0.8630125522613525
프뷰,0.8626517057418823
구수,0.86225426197052
셔쿠,0.8620952367782593
버오,0.8615658283233643
튜쏴,0.8615116477012634
큐효,0.8612480163574219
촤숴,0.8604926466941833
어캐,0.8603555560112
쵸베,0.8601899147033691
뎌오,0.8601667284965515
쵸데,0.8594917058944702
커효,0.8592997789382935
구쓰,0.8586696982383728
바씨,0.8583042025566101
벼케,0.858240008354187
태프,0.8578038811683655
뮤푸,0.8575528860092163
우와,0.8567968010902405
긔미,0.8567318916320801
기롸,0.8559269309043884
메티,0.855912446975708
며크,0.8547895550727844
슈므,0.8547466993331909
류됴,0.8543656468391418
줘피,0.8540468811988831
워듀,0.8538878560066223
죠하,0.8536987900733948
크새,0.8528594374656677
터라,0.8522683382034302
타페,0.8517866730690002
수튜,0.8516334295272827
춰히,0.851479709148407
가쿼,0.8513944149017334
저패,0.8511456251144409
촤에,0.851137638092041
치둬,0.8510151505470276
규누,0.8507473468780518
눠시,0.8507151007652283
새펴,0.8505110740661621
류메,0.8502974510192871
카쥬,0.850191056728363
쳐해,0.8498221635818481
저노,0.8491110801696777
태뵤,0.8488467931747437
효테,0.8485928177833557
뉴써,0.8484764099121094
허워,0.84824538230896
네쎄,0.8479917049407959
추서,0.847985029220581
듀유,0.847940981388092
와의,0.8477388024330139
줘시,0.8476223349571228
뮤캐,0.8475488424301147
려츄,0.8475397825241089
자튜,0.8472962379455566
콰지,0.8469674587249756
규후,0.8469117283821106
켜풔,0.8465387225151062
으쿼,0.8464019894599915
혀써,0.8461379408836365
줘터,0.846108078956604
추쑈,0.8460069298744202
타데,0.8452573418617249
뭐티,0.8452109694480896
저네,0.8448860049247742
려테,0.8447185754776001
녀워,0.8442503809928894
거해,0.8441712260246277
너뇨,0.8438281416893005
화어,0.842955470085144
토래,0.8425122499465942
과니,0.8423780798912048
으초,0.8417986631393433
애개,0.8417986035346985
규둬,0.8416587114334106
개틔,0.8414119482040405
하과,0.841063380241394
퉈와,0.8401526212692261
체두,0.8400582075119019
트우,0.8398571014404297
뷰뇨,0.8398351073265076
조체,0.8397286534309387
뎌긔,0.8391069173812866
효쑤,0.8390356302261353
뵤커,0.8389809131622314
투숴,0.8379949927330017
텨케,0.8377205729484558
후여,0.8372443914413452
주쇼,0.8359397649765015
눠디,0.8354445695877075
허겨,0.8349141478538513
녀가,0.8343777060508728
둬시,0.8342781662940979
히궈,0.8337823748588562
교눠,0.8333197236061096
요퉈,0.8322353959083557
교톼,0.8318923711776733
터제,0.8317140340805054
퉈커,0.8316044807434082
캐태,0.8315718770027161
체쏴,0.8314902186393738
파료,0.8313565850257874
토줘,0.831296980381012
과두,0.8309889435768127
텨호,0.830760657787323
터레,0.8306272625923157
묘게,0.830407440662384
서쳐,0.8301746249198914
퐈아,0.8300281167030334
줘여,0.8297304511070251
리무,0.8295262455940247
롸이,0.8287871479988098
워구,0.8279152512550354
퓨퉈,0.8278892636299133
류무,0.8276295065879822
케희,0.8266354203224182
수궈,0.8257749676704407
과혀,0.8254752159118652
뤄쎄,0.8251405358314514
하데,0.8248850107192993
캐구,0.8247149586677551
쥬개,0.824530839920044
쳐무,0.8244615197181702
긔주,0.8239123225212097
캐카,0.823204517364502
피쑤,0.8231712579727173
레뎌,0.8228141665458679
쑈쒀,0.822458803653717
해퍼,0.8219291567802429
툐채,0.8218876719474792
쥬궈,0.82175612449646
퐈서,0.8217540979385376
숴둬,0.8216596841812134
하펴,0.8216049075126648
노쿼,0.8213913440704346
레씌,0.8209672570228577
큐춰,0.8206039071083069
콰쿄,0.8200553059577942
혀가,0.8199121356010437
보퍼,0.8198448419570923
저텨,0.819747805595398
그퐈,0.8188932538032532
며디,0.8182234764099121
틔애,0.8179091811180115
둬티,0.8174630403518677
러보,0.8174275159835815
워헤,0.817170262336731
콰치,0.8165773749351501
투벼,0.816485583782196
펴데,0.8161753416061401
트처,0.815925121307373
료뮤,0.8155457973480225
혀베,0.8146287202835083
며쌔,0.8141934871673584
트쿼,0.8141396045684814
눠셔,0.8140066266059875
솨프,0.8137616515159607
타풔,0.8135206699371338
뉴과,0.8134986162185669
헤쵸,0.8134303689002991
저휴,0.8129531145095825
치뤄,0.8129209876060486
메녀,0.8126213550567627
튜개,0.8125075101852417
채와,0.8121492266654968
려드,0.8117232918739319
재뵤,0.8113865852355957
제구,0.810463547706604
푸규,0.8103954792022705
카쏴,0.8102205395698547
조개,0.8101891279220581
와투,0.8097863793373108
츠쓰,0.8096542358398438
스느,0.8094874024391174
허카,0.8089861273765564
의켜,0.8084189891815186
메터,0.8082664608955383
며켜,0.8079317212104797
디류,0.8072952628135681
춰듸,0.8070501685142517
내고,0.8070490956306458
초무,0.8070313930511475
여둬,0.8058919906616211
매기,0.8054938316345215
펴조,0.8054076433181763
켜채,0.8046379685401917
하궈,0.8041150569915771
우쵸,0.8033872246742249
메희,0.8029623031616211
의드,0.8028197288513184
촤됴,0.8026750683784485
긔커,0.8021958470344543
가눠,0.8020994663238525
뎌과,0.8020464777946472
무오,0.8019897937774658
씨의,0.8015771508216858
쿄재,0.8000285625457764
투데,0.7996770143508911
묘니,0.7990134358406067
춰돠,0.798993706703186
체러,0.7988998889923096
며태,0.7979158163070679
켜펴,0.7977840900421143
둬숴,0.7976517081260681
료브,0.7976186275482178
시므,0.797584056854248
벼어,0.797307550907135
콰로,0.7972038388252258
뎌의,0.797084629535675
워휴,0.7969880700111389
흐듀,0.7968649864196777
세봐,0.7968395352363586
워캐,0.7967250943183899
뤄커,0.7966232299804688
히혀,0.7963176965713501
쒀퓨,0.7959028482437134
수쒀,0.7956199049949646
뤄벼,0.7946230173110962
채죠,0.7944308519363403
커둬,0.7941798567771912
프쓰,0.7938678860664368
츠쿼,0.7938001155853271
체베,0.7927619218826294
도커,0.7905246615409851
채녀,0.7904020547866821
매숴,0.7902523279190063
카뎌,0.7895006537437439
체허,0.7893697023391724
니대,0.788427472114563
료헤,0.788288414478302
혀듀,0.7874879240989685
드쿄,0.7870811820030212
표씌,0.7868962287902832
늬이,0.7868791222572327
드튜,0.7867586612701416
헤다,0.7867274880409241
머듀,0.7865318059921265
퓨부,0.7858794331550598
좌서,0.7858788967132568
히추,0.7858144044876099
틔우,0.7854830026626587
켜쏴,0.7851015329360962
그채,0.7849370837211609
디거,0.7849332094192505
퍼죠,0.7846185564994812
느켜,0.7836990356445312
캐체,0.7834802865982056
의타,0.7828004956245422
틔크,0.7823548913002014
줘펴,0.7822717428207397
의뵤,0.7821933627128601
뉴묘,0.7818025350570679
훠됴,0.7790701389312744
케부,0.7787833213806152
묘구,0.77841717004776
며죠,0.777830958366394
톼어,0.777607262134552
헤나,0.7775040864944458
돠셔,0.7764463424682617
촤켜,0.77581787109375
뮤재,0.7751529812812805
려모,0.775151252746582
츄져,0.7751137614250183
좌피,0.7746807336807251
퐈비,0.7743973135948181
듀개,0.7741422653198242
우씌,0.7733732461929321
타체,0.7730190753936768
져조,0.7727625370025635
솨커,0.7720498442649841
머텨,0.7719659209251404
다쿄,0.7711949348449707
뭐써,0.7695510387420654
뤄텨,0.7687556147575378
둬쑈,0.7683483362197876
톼싸,0.7680045366287231
아톼,0.7677785754203796
츄훠,0.7676087021827698
조쿠,0.7674863934516907
눠쿼,0.7669716477394104
흐워,0.7668895721435547
으채,0.7668178081512451
녀다,0.7660553455352783
으혀,0.7651790976524353
추투,0.7651676535606384
보태,0.7646002173423767
희히,0.7638132572174072
춰훠,0.7631619572639465
자쒀,0.7631008625030518
느보,0.7630699872970581
쇼늬,0.7622726559638977
뵤느,0.7622451186180115
쏘펴,0.7620402574539185
흐벼,0.761980414390564
늬교,0.7615571022033691
지틔,0.7615309953689575
노휴,0.7608293890953064
톼뵤,0.7606682777404785
튜콰,0.7601373791694641
쥬태,0.7599640488624573
도캐,0.7595258355140686
솨펴,0.7588340044021606
투붜,0.7587085366249084
휴누,0.7584484815597534
표흐,0.7583450078964233
죠흐,0.7577158212661743
됴붜,0.7576299905776978
처톼,0.7567294836044312
희와,0.7563518285751343
혀류,0.7551988363265991
줘파,0.755174458026886
표대,0.755012035369873
머사,0.7547127604484558
쓰수,0.7546520233154297
디추,0.7546229958534241
후치,0.7535235285758972
톼수,0.7535061836242676
와텨,0.752851128578186
브에,0.7522396445274353
씨됴,0.7519707083702087
쿄줘,0.7514785528182983
뭐와,0.7513881325721741
다새,0.7507538199424744
후퍼,0.750054121017456
톼표,0.7493189573287964
둬풔,0.7484737634658813
눠겨,0.7482066750526428
롸큐,0.7478097677230835
와카,0.7473278641700745
며드,0.746976375579834
뷰거,0.7469596862792969
미너,0.7460146546363831
뵤과,0.745905339717865
틔프,0.745586633682251
헤봐,0.7453463673591614
수펴,0.7434688806533813
춰라,0.7434159517288208
숴러,0.743243396282196
녀나,0.743074357509613
바케,0.7426426410675049
테모,0.7426018118858337
둬의,0.7417922616004944
피흐,0.7417152523994446
쿼부,0.7412891387939453
루겨,0.7411279678344727
뉴눠,0.7400030493736267
줘게,0.7395601272583008
래애,0.7394055724143982
포뭐,0.7390316724777222
유놔,0.7387697696685791
후구,0.7385379672050476
네데,0.7355819344520569
듸셔,0.7353639602661133
허자,0.7344643473625183
뫄이,0.7337499856948853
드펴,0.7331673502922058
쏘큐,0.7325462102890015
타휴,0.7314367890357971
료됴,0.7308171987533569
죠쿠,0.7303270697593689
의쥬,0.7303027510643005
새혀,0.730099081993103
제져,0.7299278378486633
세묘,0.7297938466072083
머료,0.7293462753295898
디씌,0.7292923331260681
체놔,0.7275988459587097
래가,0.7275243997573853
료바,0.7274110317230225
흐수,0.7271312475204468
큐화,0.7260861396789551
느가,0.7258011698722839
혀두,0.7253565192222595
톼와,0.7245249152183533
와추,0.7229480147361755
테둬,0.7222147583961487
쓰가,0.721578061580658
추하,0.7215433120727539
과루,0.7211868762969971
추바,0.7210150957107544
쏘소,0.7201930284500122
도처,0.7200850248336792
둬그,0.7199128866195679
디두,0.7199001908302307
쑤교,0.7195662260055542
롸드,0.7192365527153015
퉈혀,0.7192291617393494
수긔,0.7189604640007019
대에,0.7189517021179199
으줘,0.7187739610671997
콰붜,0.7175040245056152
퓨흐,0.717453122138977
머씌,0.7169110178947449
테콰,0.7168838381767273
캐배,0.7164583206176758
페대,0.7162299752235413
러쑤,0.7152642011642456
타돠,0.7137210965156555
뮤자,0.7129908800125122
페체,0.7118489146232605
쿠즈,0.7117509841918945
쌔씨,0.7116660475730896
즈거,0.7111008763313293
와러,0.7100064158439636
뤄쌔,0.7096089124679565
와태,0.7090140581130981
메줘,0.7083467245101929
마벼,0.7076568603515625
하화,0.7073811888694763
브워,0.705959141254425
크혀,0.7052536010742188
루보,0.7049179077148438
촤레,0.7047793865203857
듀춰,0.704515814781189
우허,0.7041176557540894
디르,0.7040812373161316
테퐈,0.7018611431121826
서려,0.7018353939056396
즈풔,0.7010488510131836
뤄차,0.7000657916069031
켜희,0.6999626159667969
버텨,0.6986109018325806
베처,0.6984737515449524
틔페,0.6984298825263977
돠큐,0.6979688405990601
툐돠,0.6968482732772827
라쿼,0.6963348984718323
쏘켜,0.6963223814964294
쿄머,0.6953490376472473
그촤,0.695061445236206
러추,0.6950313448905945
네혀,0.6937551498413086
줘쿼,0.6936641335487366
쑈에,0.6931876540184021
리퐈,0.6928867697715759
씌피,0.6905982494354248
더수,0.6888883709907532
뤄추,0.6886289715766907
펴재,0.6883103847503662
러녀,0.6877098083496094
쎄숴,0.6867266893386841
긔메,0.6863830089569092
쑈어,0.6860339045524597
바가,0.6854264736175537
퍼과,0.6848558783531189
뵤퉈,0.6839913725852966
무쒀,0.6834619641304016
쓰붜,0.682750403881073
됴두,0.682656466960907
뵤긔,0.6822744011878967
늬씨,0.6820438504219055
도눠,0.6809476017951965
씨타,0.6805049180984497
화하,0.6804465651512146
툐므,0.6795138716697693
쑈쿼,0.6791753768920898
듸포,0.6773695945739746
씌새,0.6772043108940125
쒀벼,0.6766538619995117
쏘쿄,0.6755762696266174
로봐,0.6755003333091736
봐쎄,0.6749266386032104
해혀,0.6747874021530151
혀주,0.6746290922164917
풔류,0.6745377779006958
피머,0.6742135286331177
수씌,0.673377513885498
허톼,0.6711400747299194
쒀궈,0.6708816885948181
눠태,0.6705676913261414
와려,0.6699864268302917
려효,0.6680535674095154
뭐구,0.6666482090950012
도추,0.6665146350860596
늬규,0.6651050448417664
쒀비,0.6647359132766724
눠거,0.6646161079406738
흐처,0.6640692949295044
나싸,0.6633657217025757
디둬,0.6629306077957153
퐈츄,0.6625938415527344
줘태,0.6609686613082886
해카,0.6596810221672058
둬브,0.659210741519928
버로,0.6589200496673584
롸펴,0.6586269736289978
솨료,0.6583889722824097
눠솨,0.6582531332969666
허더,0.6582047343254089
풔돠,0.656849205493927
무류,0.6567529439926147
놔키,0.6566870212554932
재붜,0.6562795042991638
도틔,0.6558953523635864
둬가,0.6553372740745544
궈뫄,0.6552188396453857
놔표,0.6550021171569824
푸풔,0.654718279838562
므뮤,0.6528738737106323
베내,0.6524028778076172
좌숴,0.6519944071769714
퐈뇨,0.6518992185592651
뎌쏴,0.6502702236175537
대새,0.6500417590141296
크자,0.6479248404502869
나펴,0.6461058259010315
대케,0.6460636854171753
뤄려,0.6453230977058411
베후,0.6448987722396851
르래,0.6436949372291565
체롸,0.6434528231620789
료내,0.6418353319168091
의줘,0.6410524845123291
더쏴,0.6397348642349243
눠개,0.6391244530677795
돠쑈,0.6374245285987854
퍼둬,0.6372731328010559
훠틔,0.6372491717338562
져화,0.636707067489624
도돠,0.635254979133606
므려,0.6349808573722839
써씨,0.634019136428833
두토,0.6331936717033386
뭐조,0.6315381526947021
쏴가,0.6288369297981262
듸유,0.6275908946990967
므궈,0.6253755688667297
툐메,0.6243940591812134
도희,0.623511791229248
내쑤,0.6215760707855225
뵤레,0.6199207901954651
스허,0.6196880340576172
쎄쏴,0.6189203858375549
돠궈,0.6164630055427551
추려,0.6164014935493469
누게,0.616369903087616
트희,0.6162613034248352
내베,0.6152961850166321
러해,0.6149193644523621
돠디,0.6146568655967712
보대,0.6135512590408325
마늬,0.6133834719657898
도제,0.6127493977546692
콰쿠,0.6111722588539124
머부,0.6106756925582886
훠메,0.609102189540863
내츄,0.6084244251251221
뎌촤,0.6082684993743896
주츄,0.6078502535820007
쏴더,0.6078113317489624
채메,0.607175350189209
디무,0.606364905834198
늬우,0.6062490940093994
화져,0.6048298478126526
희버,0.6024239659309387
니줘,0.6022897362709045
씨돠,0.6003559231758118
죠줘,0.5992390513420105
놔파,0.5989854335784912
쑈후,0.5978600382804871
머려,0.597579300403595
놔도,0.5963682532310486
퍼져,0.5946972370147705
뵤뎌,0.5930951237678528
즈쥬,0.5928924083709717
듀묘,0.592182457447052
버채,0.5921176671981812
